Gender,Ages,Customer_Type,Class,Departure_Delay_in_Minutes,Arrival_Delay_in_Minutes
Female,"[40, 50)",L,Business,25,13
Male,"[40, 50)",L,Business,0,2
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,5,2
Male,"[40, 50)",L,Business,9,1
Male,"[40, 50)",L,Business,102,99
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,2,5
Male,"[40, 50)",L,Business,34,24
Male,"[40, 50)",L,Business,14,14
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,22,12
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,14,24
Female,"[40, 50)",L,Eco,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,67,79
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",NL,Business,48,30
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,29,29
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,11,0
Male,"[40, 50)",L,Business,69,72
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Eco,0,0
Female,"[40, 50)",L,Business,50,38
Male,"[40, 50)",L,Business,0,1
Male,"[40, 50)",L,Eco,0,15
Male,"[40, 50)",L,Business,34,39
Male,"[40, 50)",L,Business,3,6
Female,"[40, 50)",L,Business,0,6
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,16,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Eco,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,108,107
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,8,0
Female,"[40, 50)",L,Eco,0,7
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,5
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,10,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,10,0
Male,"[40, 50)",L,Eco,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,18
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Eco,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,7,0
Female,"[40, 50)",L,Business,1,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,1
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Eco,0,12
Male,"[40, 50)",L,Eco,0,0
Female,"[40, 50)",L,Business,30,20
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,1,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Eco,0,0
Female,"[40, 50)",L,Business,4,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,34,9
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,21,34
Female,"[40, 50)",L,Business,68,73
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,1
Female,"[40, 50)",L,Business,0,10
Female,"[40, 50)",L,Business,66,55
Male,"[40, 50)",L,Business,19,7
Male,"[40, 50)",L,Business,0,7
Male,"[40, 50)",L,Business,3,14
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,15,21
Male,"[40, 50)",L,Business,5,0
Male,"[40, 50)",L,Business,2,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,1,43
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,3,9
Male,"[40, 50)",L,Business,62,60
Male,"[40, 50)",L,Eco,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Eco,0,0
Female,"[40, 50)",L,Business,166,168
Male,"[40, 50)",L,Business,17,20
Male,"[40, 50)",L,Eco,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,16,5
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",NL,Business,0,12
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,1
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,12,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,8,15
Male,"[40, 50)",L,Business,19,6
Female,"[40, 50)",NL,Business,78,116
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,2,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",NL,Business,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Eco,0,0
Male,"[40, 50)",L,Business,9,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,2
Female,"[40, 50)",L,Business,0,3
Male,"[40, 50)",L,Business,52,86
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,1
Male,"[40, 50)",L,Business,25,17
Female,"[40, 50)",NL,Business,0,0
Female,"[40, 50)",L,Business,0,4
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,37,31
Female,"[40, 50)",NL,Business,53,70
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,29,5
Female,"[40, 50)",L,Business,7,0
Male,"[40, 50)",L,Business,6,0
Male,"[40, 50)",L,Business,17,9
Male,"[40, 50)",L,Business,174,180
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,87,90
Male,"[40, 50)",L,Business,3,7
Male,"[40, 50)",L,Eco,22,4
Male,"[40, 50)",L,Business,27,44
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,30,15
Female,"[40, 50)",L,Eco,0,0
Female,"[40, 50)",L,Business,60,52
Male,"[40, 50)",L,Business,123,117
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,18
Male,"[40, 50)",L,Business,0,13
Female,"[40, 50)",L,Eco,0,0
Female,"[40, 50)",L,Eco,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Eco,41,24
Male,"[40, 50)",L,Business,9,3
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,1,0
Female,"[40, 50)",L,Business,19,22
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,11,17
Female,"[40, 50)",L,Eco,0,0
Female,"[40, 50)",L,Business,0,14
Female,"[40, 50)",NL,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,24,30
Female,"[40, 50)",L,Business,8,14
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,7
Male,"[40, 50)",L,Business,16,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,13,20
Male,"[40, 50)",L,Business,0,4
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,8,2
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,4
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,36,42
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,1,6
Male,"[40, 50)",L,Business,1,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,40,30
Male,"[40, 50)",L,Business,42,68
Male,"[40, 50)",L,Business,0,3
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,35,31
Female,"[40, 50)",L,Eco,0,2
Male,"[40, 50)",L,Business,0,28
Female,"[40, 50)",L,Business,3,0
Female,"[40, 50)",L,Eco,0,0
Male,"[40, 50)",L,Eco,100,91
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,29,44
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,7,0
Male,"[40, 50)",L,Eco,0,0
Male,"[40, 50)",L,Eco,0,0
Male,"[40, 50)",L,Business,1,2
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,16,19
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,1,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,105,94
Male,"[40, 50)",L,Business,43,39
Female,"[40, 50)",L,Business,23,15
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,25,19
Female,"[40, 50)",L,Business,181,174
Female,"[40, 50)",L,Business,113,123
Female,"[40, 50)",L,Eco,0,0
Female,"[40, 50)",L,Business,3,16
Male,"[40, 50)",L,Business,50,57
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,55,49
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,1
Female,"[40, 50)",NL,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Eco,3,0
Female,"[40, 50)",L,Business,5,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Eco,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,5,0
Female,"[40, 50)",L,Business,2,21
Female,"[40, 50)",L,Eco,3,7
Male,"[40, 50)",L,Business,2,5
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,65,53
Female,"[40, 50)",L,Eco,12,25
Female,"[40, 50)",L,Eco,15,16
Female,"[40, 50)",L,Business,38,45
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,3,0
Male,"[40, 50)",L,Business,0,2
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,10
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,12,14
Male,"[40, 50)",L,Business,0,13
Male,"[40, 50)",L,Business,0,11
Female,"[40, 50)",L,Business,128,148
Male,"[40, 50)",L,Eco,12,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,12,9
Female,"[40, 50)",L,Business,0,1
Male,"[40, 50)",L,Business,63,120
Female,"[40, 50)",L,Business,7,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Eco,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Eco,0,14
Male,"[40, 50)",L,Business,84,83
Male,"[40, 50)",L,Business,11,6
Male,"[40, 50)",L,Business,18,16
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,14,10
Male,"[40, 50)",L,Business,51,47
Female,"[40, 50)",L,Business,108,100
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Eco,26,18
Male,"[40, 50)",L,Business,9,4
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,4,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,1,4
Female,"[40, 50)",L,Business,5,27
Female,"[40, 50)",L,Business,5,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,31,12
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,5
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",NL,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Eco,5,0
Male,"[40, 50)",L,Business,23,5
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,11,0
Female,"[50, 60)",L,Business,1,2
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,5,8
Male,"[50, 60)",L,Eco,72,72
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,4,1
Female,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,6
Male,"[50, 60)",L,Eco,0,11
Male,"[50, 60)",L,Business,23,14
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,153,145
Male,"[50, 60)",L,Business,13,20
Male,"[50, 60)",L,Business,9,13
Female,"[50, 60)",L,Business,29,26
Male,"[50, 60)",L,Business,5,4
Female,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Business,0,1
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,87,85
Female,"[50, 60)",L,Business,25,24
Male,"[50, 60)",L,Business,22,8
Male,"[50, 60)",L,Business,38,24
Female,"[50, 60)",L,Business,44,60
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,20,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,10,14
Female,"[50, 60)",NL,Business,0,0
Female,"[50, 60)",L,Eco,5,0
Male,"[50, 60)",L,Business,74,51
Female,"[50, 60)",L,Business,5,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,5
Female,"[50, 60)",L,Business,5,21
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,13,4
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,10
Male,"[50, 60)",L,Business,4,8
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,86,87
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,98,113
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,16,11
Female,"[50, 60)",L,Eco,7,0
Female,"[50, 60)",L,Business,68,61
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,24,15
Male,"[50, 60)",L,Business,0,1
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,9
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,73,79
Female,"[50, 60)",L,Business,82,78
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,9
Male,"[50, 60)",L,Business,0,24
Male,"[50, 60)",L,Business,0,5
Female,"[50, 60)",L,Business,3,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,1
Female,"[50, 60)",L,Eco,5,0
Male,"[50, 60)",L,Business,66,52
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,39,40
Female,"[50, 60)",L,Eco,2,0
Female,"[50, 60)",L,Business,72,76
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,8,8
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,26,58
Female,"[50, 60)",L,Business,21,9
Female,"[50, 60)",L,Business,3,5
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Eco,48,49
Female,"[50, 60)",L,Business,10,1
Male,"[50, 60)",L,Business,0,1
Female,"[50, 60)",L,Eco,20,22
Female,"[50, 60)",L,Business,0,2
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,16,7
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,1,0
Female,"[50, 60)",L,Business,1,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,10,4
Female,"[50, 60)",L,Business,0,25
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,1
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Eco,30,26
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,12,16
Male,"[50, 60)",L,Business,4,2
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,7
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,2
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Eco,19,7
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Eco,0,2
Female,"[50, 60)",L,Eco,12,20
Female,"[50, 60)",L,Business,1,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,4,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,39,42
Male,"[50, 60)",L,Business,19,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,19,24
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,4
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Business,14,0
Female,"[50, 60)",L,Business,57,56
Male,"[50, 60)",L,Business,0,12
Male,"[50, 60)",L,Business,3,8
Male,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,2,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,52,50
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,33,30
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,132,143
Male,"[50, 60)",L,Business,6,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,57,48
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,23,26
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,48,41
Male,"[50, 60)",L,Business,21,19
Female,"[50, 60)",L,Business,0,2
Female,"[50, 60)",L,Business,47,42
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,9
Female,"[50, 60)",L,Business,5,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,10,11
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Eco,329,395
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,5
Male,"[50, 60)",L,Business,7,8
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,6
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,55,47
Male,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,2
Female,"[50, 60)",L,Business,2,19
Female,"[50, 60)",L,Eco,179,168
Female,"[50, 60)",L,Business,59,60
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,13,21
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,2,0
Female,"[50, 60)",L,Business,0,2
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,11,0
Female,"[50, 60)",L,Business,2,0
Female,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,1
Male,"[50, 60)",L,Business,0,0
